Flap Position,Flap Angle,alpha,CL,Cm,CD,CL/CD,dCm/dalpha,Static Margin,Cm<0,dCm/da<0,SM>0,All Stable
0.65,4,7.5,1.1863,-0.5937,0.0696,17.043,-0.00183,0.0732,True,True,True,True
0.65,4,7.7,1.1858,-0.594,0.06962,17.031,-0.05742,0.2688,True,True,True,True
0.0,10,3.5,0.8687,-0.9629,0.05103,17.025,-0.07915,4.3093,True,True,True,True
0.75,10,5.5,1.056,-0.9326,0.06203,17.025,-0.05171,1.6221,True,True,True,True
0.75,10,5.3,1.0578,-0.9137,0.0622,17.007,-0.04659,0.2022,True,True,True,True
0.0,10,3.0,0.8078,-0.9385,0.0475,17.006,-0.05956,3.3492,True,True,True,True
0.65,4,7.3,1.1807,-0.5937,0.0696,16.964,-0.25092,0.9599,True,True,True,True
0.75,8,6.9,1.1804,-0.8492,0.06962,16.954,-0.14609,7.3157,True,True,True,True
0.75,8,6.8,1.1806,-0.8191,0.0697,16.939,-0.12702,0.4479,True,True,True,True
0.7,8,6.3,1.1271,-0.8704,0.06656,16.933,-0.00858,0.0605,True,True,True,True
0.0,2,8.3,1.2298,-0.4425,0.07274,16.907,-0.17359,0.7844,True,True,True,True
0.0,2,8.7,1.2298,-0.4428,0.07274,16.907,-0.08804,0.2734,True,True,True,True
0.65,6,7.2,1.1636,-0.8209,0.06895,16.876,-0.19876,0.9667,True,True,True,True
0.0,4,7.8,1.2156,-0.6177,0.07204,16.874,-0.06603,0.3513,True,True,True,True
0.7,10,5.2,1.0325,-1.004,0.06119,16.872,-0.02782,0.1179,True,True,True,True
0.0,4,8.0,1.2153,-0.6179,0.07204,16.87,-0.00289,0.8054,True,True,True,True
0.0,4,8.2,1.2158,-0.6463,0.07213,16.855,-0.23196,1.0239,True,True,True,True
0.0,4,8.1,1.216,-0.6185,0.07216,16.852,-0.14171,57.1916,True,True,True,True
0.0,10,3.6,0.8716,-0.9629,0.05173,16.848,-0.01685,1.4068,True,True,True,True
0.0,10,3.7,0.8711,-0.9663,0.05173,16.839,-0.02356,0.0824,True,True,True,True
0.65,10,4.6,0.9847,-1.0408,0.05849,16.837,-0.05792,3.2988,True,True,True,True
0.7,8,6.4,1.1271,-0.871,0.06702,16.819,-0.02796,0.6138,True,True,True,True
0.65,10,4.4,0.9738,-1.0418,0.0579,16.819,-0.21806,5.876,True,True,True,True
0.65,8,5.9,1.1005,-0.9113,0.06544,16.816,-0.10841,2.1493,True,True,True,True
0.0,10,2.7,0.766,-0.9226,0.04556,16.812,-0.03472,0.16,True,True,True,True
0.65,8,6.0,1.1024,-0.9122,0.06559,16.808,-0.00447,0.4662,True,True,True,True
0.65,8,6.1,1.1024,-0.9122,0.06559,16.808,-0.03837,1.2407,True,True,True,True
0.65,8,5.8,1.0923,-0.8905,0.06502,16.799,-0.11031,0.5787,True,True,True,True
0.75,6,7.7,1.2077,-0.7034,0.07191,16.796,-0.1448,0.5438,True,True,True,True
0.65,10,4.7,0.9882,-1.0522,0.05888,16.784,-0.08693,0.4096,True,True,True,True
0.0,8,5.8,1.0689,-0.8987,0.0637,16.78,-0.10628,0.6588,True,True,True,True
0.65,10,-1.1,0.3976,-0.6804,0.0237,16.776,-0.22787,5.4825,True,True,True,True
0.65,10,4.3,0.9773,-0.997,0.05827,16.773,-0.20194,1.2823,True,True,True,True
0.0,10,3.2,0.807,-0.9419,0.04813,16.768,-0.02672,0.0901,True,True,True,True
0.65,10,-1.2,0.3901,-0.6344,0.02329,16.752,-0.26468,0.9023,True,True,True,True
0.7,8,6.5,1.1362,-0.876,0.06787,16.741,-0.03512,0.7753,True,True,True,True
0.7,8,6.7,1.1343,-0.8835,0.06776,16.741,-0.02315,0.0835,True,True,True,True
0.75,4,8.2,1.2236,-0.5764,0.0731,16.739,-0.17237,0.7226,True,True,True,True
0.0,8,5.9,1.073,-0.9187,0.06411,16.737,-0.10011,4.8624,True,True,True,True
0.75,4,7.8,1.2254,-0.5538,0.07322,16.735,-0.07307,0.358,True,True,True,True
0.65,10,4.8,1.0272,-1.0582,0.06142,16.723,-0.02989,0.1534,True,True,True,True
0.65,10,4.9,1.0272,-1.0582,0.06142,16.723,-0.04856,1.0922,True,True,True,True
0.75,0,8.3,1.2312,-0.2239,0.07366,16.716,-0.11086,0.4302,True,True,True,True
0.75,0,8.7,1.2318,-0.225,0.07372,16.71,-0.11806,0.3391,True,True,True,True
0.75,0,8.5,1.2318,-0.2246,0.07372,16.71,-0.0067,0.635,True,True,True,True
0.75,0,8.4,1.2297,-0.2233,0.07363,16.701,-0.00394,1.2709,True,True,True,True
0.7,0,8.7,1.2343,-0.2338,0.07391,16.7,-0.11432,0.3257,True,True,True,True
0.7,0,8.3,1.2352,-0.2338,0.07399,16.695,-0.11102,0.4175,True,True,True,True
0.65,8,6.2,1.1086,-0.9199,0.06641,16.692,-0.04048,0.2399,True,True,True,True
0.0,8,6.1,1.073,-0.9187,0.06431,16.685,-0.05744,1.8449,True,True,True,True
0.65,10,-0.8,0.3953,-0.693,0.02369,16.685,-0.08124,0.2758,True,True,True,True
0.7,4,7.8,1.2288,-0.5878,0.07367,16.68,-0.08343,0.3893,True,True,True,True
0.7,10,5.3,1.0784,-1.0066,0.06468,16.674,-0.05095,0.2297,True,True,True,True
0.7,10,5.5,1.077,-1.0334,0.06461,16.67,-0.09296,2.2425,True,True,True,True
0.65,0,8.3,1.2384,-0.2396,0.07429,16.669,-0.12416,0.3954,True,True,True,True
0.65,0,8.5,1.2384,-0.2396,0.07429,16.669,-0.0016,1.2447,True,True,True,True
0.7,4,8.2,1.2304,-0.616,0.07381,16.669,-0.18668,0.7629,True,True,True,True
0.7,4,8.1,1.2293,-0.5888,0.07388,16.639,-0.1359,16.5023,True,True,True,True
0.7,8,6.9,1.1914,-0.9242,0.07165,16.629,-0.20064,9.3962,True,True,True,True
0.75,2,8.3,1.2435,-0.4095,0.07482,16.62,-0.12296,0.5245,True,True,True,True
0.7,8,6.8,1.1917,-0.8827,0.07171,16.617,-0.20336,0.7118,True,True,True,True
0.75,2,8.5,1.2441,-0.4104,0.07487,16.617,-0.0076,0.7199,True,True,True,True
0.65,0,8.7,1.2385,-0.2399,0.07454,16.614,-0.13123,0.375,True,True,True,True
0.75,2,8.7,1.2441,-0.4107,0.07489,16.611,-0.10276,0.3031,True,True,True,True
0.65,8,6.3,1.1361,-0.9203,0.0684,16.61,-0.00403,0.0292,True,True,True,True
0.7,4,8.0,1.2288,-0.5888,0.07399,16.607,-0.00509,1.9941,True,True,True,True
0.75,2,8.4,1.242,-0.4089,0.07479,16.606,-0.00484,1.5599,True,True,True,True
0.65,0,8.6,1.2386,-0.2399,0.07459,16.605,-0.0016,2.8059,True,True,True,True
0.7,2,8.3,1.2478,-0.4295,0.07516,16.603,-0.12699,0.5242,True,True,True,True
0.7,2,8.7,1.2469,-0.4294,0.0751,16.603,-0.09638,0.2819,True,True,True,True
0.0,8,6.2,1.0792,-0.9302,0.065,16.603,-0.06954,0.3015,True,True,True,True
0.0,6,7.7,1.2101,-0.8224,0.07291,16.597,-0.17185,0.6789,True,True,True,True
0.0,8,6.9,1.1951,-0.9852,0.07201,16.595,-0.20721,23.505,True,True,True,True
0.0,8,6.3,1.1191,-0.9326,0.06744,16.594,-0.01402,0.0705,True,True,True,True
0.0,8,6.8,1.1954,-0.9433,0.07205,16.59,-0.20541,0.5384,True,True,True,True
0.0,6,7.6,1.2085,-0.8224,0.07286,16.586,-0.00111,0.0417,True,True,True,True
0.7,6,7.7,1.2117,-0.7664,0.07311,16.573,-0.16798,0.5647,True,True,True,True
0.65,2,8.5,1.253,-0.446,0.07565,16.563,-0.0016,0.7476,True,True,True,True
0.65,2,8.3,1.253,-0.446,0.07565,16.563,-0.14845,0.5157,True,True,True,True
0.65,10,5.1,1.0355,-1.0685,0.06261,16.538,-0.0192,3.6092,True,True,True,True
0.65,10,5.0,1.0361,-1.0679,0.06267,16.533,-0.05184,1.2462,True,True,True,True
0.0,10,2.6,0.7604,-0.9205,0.046,16.531,-0.01027,0.2865,True,True,True,True
0.0,8,6.4,1.119,-0.933,0.06773,16.521,-0.01824,2.1454,True,True,True,True
0.65,4,7.8,1.2285,-0.6055,0.07437,16.519,-0.05742,0.2707,True,True,True,True
0.75,10,5.7,1.0626,-0.9295,0.06433,16.518,-0.02472,0.1242,True,True,True,True
0.0,10,4.4,0.9655,-1.0486,0.05845,16.518,-0.22717,6.7155,True,True,True,True
0.65,2,8.7,1.2533,-0.4463,0.07588,16.515,-0.09549,0.2791,True,True,True,True
0.65,4,8.0,1.2282,-0.6055,0.07437,16.515,-0.00084,0.4078,True,True,True,True
0.0,10,4.6,0.9758,-1.0478,0.05908,16.515,-0.07183,4.0911,True,True,True,True
0.75,10,5.8,1.1022,-0.9369,0.06676,16.51,-0.21822,1.0026,True,True,True,True
0.65,2,8.6,1.2534,-0.4463,0.07594,16.504,-0.0016,1.123,True,True,True,True
0.65,8,6.4,1.1362,-0.9207,0.06886,16.501,-0.01886,1.9456,True,True,True,True
0.65,4,8.2,1.2281,-0.6329,0.07445,16.496,-0.20396,0.7312,True,True,True,True
0.75,10,6.2,1.1141,-0.9747,0.06754,16.496,-0.12224,0.5498,True,True,True,True
0.75,10,6.1,1.1141,-0.9747,0.06754,16.496,-0.00766,0.1933,True,True,True,True
0.0,10,4.3,0.969,-1.002,0.05881,16.477,-0.21519,1.6075,True,True,True,True
0.0,10,4.7,0.9792,-1.0618,0.05947,16.466,-0.09575,0.5461,True,True,True,True
0.75,10,6.0,1.1062,-0.9731,0.06718,16.465,-0.00766,0.1933,True,True,True,True
0.75,10,5.9,1.1062,-0.9731,0.06718,16.465,-0.18104,9.0236,True,True,True,True
0.0,8,6.5,1.1208,-0.9363,0.06815,16.446,-0.032,3.5275,True,True,True,True
0.0,8,6.7,1.1188,-0.9441,0.06819,16.407,-0.01951,0.0524,True,True,True,True
0.0,10,-1.2,0.3926,-0.735,0.02394,16.401,-0.00166,0.0066,True,True,True,True
0.65,8,6.5,1.1381,-0.9241,0.06939,16.401,-0.03521,3.7323,True,True,True,True
0.65,8,6.7,1.1362,-0.9318,0.0694,16.37,-0.01546,0.0533,True,True,True,True
0.65,8,6.9,1.196,-0.9727,0.07317,16.346,-0.21175,3.9735,True,True,True,True
0.65,8,6.8,1.1961,-0.9308,0.07321,16.337,-0.20432,0.6827,True,True,True,True
0.0,10,5.1,1.0172,-1.0772,0.06226,16.337,-0.01946,1.9927,True,True,True,True
0.0,10,4.9,1.0108,-1.067,0.06191,16.328,-0.04769,1.5785,True,True,True,True
0.0,10,4.8,1.0108,-1.067,0.06191,16.328,-0.02563,0.1623,True,True,True,True
0.0,10,5.0,1.0169,-1.0765,0.06248,16.274,-0.05124,1.6113,True,True,True,True
0.65,10,5.2,1.0371,-1.0717,0.06379,16.259,-0.00284,0.0112,True,True,True,True
0.65,6,7.7,1.2156,-0.8092,0.07482,16.246,-0.12745,0.4755,True,True,True,True
0.7,10,5.8,1.1245,-1.0309,0.06935,16.216,-0.19344,0.9307,True,True,True,True
0.75,6,7.8,1.2588,-0.7324,0.07772,16.197,-0.1448,0.5665,True,True,True,True
0.7,10,5.9,1.1284,-1.0673,0.06968,16.193,-0.18191,9.4398,True,True,True,True
0.7,10,6.2,1.1283,-1.0673,0.06968,16.191,-0.08644,0.4089,True,True,True,True
0.65,10,5.5,1.0897,-1.0952,0.06732,16.188,-0.08704,1.4442,True,True,True,True
0.0,4,8.3,1.2613,-0.6649,0.07791,16.188,-0.1012,0.4293,True,True,True,True
0.75,6,8.2,1.259,-0.7412,0.07778,16.186,-0.09873,0.3894,True,True,True,True
0.75,6,8.1,1.2575,-0.7325,0.07769,16.185,-0.04628,6.3031,True,True,True,True
0.0,4,8.4,1.2629,-0.6665,0.07834,16.121,-0.00806,0.9976,True,True,True,True
0.75,4,8.3,1.272,-0.5882,0.07892,16.117,-0.05405,0.2259,True,True,True,True
0.0,10,5.2,1.0188,-1.0804,0.06322,16.116,-0.02825,0.1254,True,True,True,True
0.0,4,8.7,1.2629,-0.6712,0.07838,16.112,-0.16859,0.6629,True,True,True,True
0.75,4,8.7,1.2737,-0.5957,0.07906,16.112,-0.21293,0.8036,True,True,True,True
0.75,4,8.5,1.2737,-0.5896,0.07905,16.112,-0.01195,1.0644,True,True,True,True
0.75,4,8.4,1.2715,-0.5872,0.07894,16.108,-0.0072,0.8281,True,True,True,True
0.65,10,5.3,1.0862,-1.0691,0.06744,16.106,-0.02834,0.1199,True,True,True,True
0.0,10,5.3,1.0622,-1.0829,0.06595,16.106,-0.05374,0.258,True,True,True,True
0.65,10,5.4,1.0844,-1.0774,0.06734,16.103,-0.13054,7.426,True,True,True,True
0.0,10,5.5,1.0605,-1.1089,0.06587,16.1,-0.08669,6.1478,True,True,True,True
0.75,10,6.3,1.1586,-0.9991,0.07198,16.097,-0.12224,0.5498,True,True,True,True
0.0,2,8.8,1.2942,-0.4604,0.08047,16.082,-0.08804,0.2734,True,True,True,True
0.0,2,8.9,1.2942,-0.4604,0.08047,16.082,-0.02382,0.5316,True,True,True,True
0.0,0,8.9,1.2789,-0.2652,0.07953,16.081,-0.0786,3.4945,True,True,True,True
0.0,0,8.8,1.2789,-0.2652,0.07953,16.081,-0.13025,0.3952,True,True,True,True
0.0,6,8.2,1.2632,-0.8683,0.07874,16.043,-0.13198,0.54,True,True,True,True
0.0,6,7.8,1.2591,-0.8567,0.07863,16.013,-0.17185,0.7014,True,True,True,True
0.0,6,8.1,1.2591,-0.8573,0.07865,16.009,-0.05801,2.8102,True,True,True,True
0.0,0,9.0,1.2834,-0.2809,0.08026,15.99,-0.12252,2.928,True,True,True,True
0.75,8,-1.3,0.3006,-0.3757,0.0188,15.989,-0.07601,0.3051,True,True,True,True
0.7,4,8.3,1.2782,-0.6261,0.07995,15.988,-0.05002,0.2039,True,True,True,True
0.75,8,-1.4,0.2961,-0.3633,0.01855,15.964,-0.1653,3.4464,True,True,True,True
0.7,6,8.2,1.2699,-0.813,0.07957,15.96,-0.09682,0.3664,True,True,True,True
0.7,4,8.7,1.2785,-0.6296,0.08012,15.957,-0.19855,0.7413,True,True,True,True
0.7,8,-1.3,0.3068,-0.4245,0.01924,15.943,-0.0283,0.1183,True,True,True,True
0.7,6,7.8,1.2649,-0.8,0.07939,15.932,-0.16798,0.6317,True,True,True,True
0.7,8,-1.5,0.3025,-0.4118,0.019,15.924,-0.14267,3.6197,True,True,True,True
0.7,6,8.1,1.2647,-0.8014,0.07952,15.903,-0.05803,2.3334,True,True,True,True
0.65,8,-1.7,0.307,-0.4417,0.01935,15.868,-0.12475,0.53,True,True,True,True
0.65,4,8.3,1.2844,-0.6465,0.08095,15.867,-0.06999,0.2404,True,True,True,True
0.7,8,-1.4,0.3053,-0.4212,0.01924,15.867,-0.06312,2.9419,True,True,True,True
0.65,6,-1.6,0.2694,-0.2389,0.017,15.853,-0.12847,9.0116,True,True,True,True
0.65,4,8.4,1.2863,-0.6469,0.08115,15.851,-0.00193,0.2014,True,True,True,True
0.7,10,6.5,1.1786,-1.0925,0.07449,15.823,-0.04377,1.0912,True,True,True,True
0.7,6,-1.6,0.2627,-0.1974,0.01662,15.805,-0.08546,7.88,True,True,True,True
0.7,6,-1.7,0.2627,-0.1974,0.01662,15.805,-0.02599,0.0979,True,True,True,True
0.75,8,7.7,1.2451,-0.8934,0.07879,15.802,-0.13106,0.5471,True,True,True,True
0.7,10,6.3,1.1706,-1.0846,0.07413,15.791,-0.08644,0.4089,True,True,True,True
0.65,4,8.7,1.2861,-0.6511,0.08145,15.791,-0.18092,0.6725,True,True,True,True
0.7,10,6.4,1.1706,-1.0846,0.07413,15.791,-0.03978,0.9919,True,True,True,True
0.75,10,7.1,1.213,-1.0198,0.07689,15.776,-0.03423,1.9241,True,True,True,True
0.75,8,7.3,1.2417,-0.8301,0.07875,15.768,-0.23873,1.0583,True,True,True,True
0.65,8,-1.3,0.3112,-0.4638,0.01974,15.768,-0.00858,0.0362,True,True,True,True
0.0,0,9.3,1.3142,-0.2973,0.08335,15.767,-0.03834,0.2844,True,True,True,True
0.65,10,6.2,1.1391,-1.1234,0.07228,15.758,-0.02636,0.1293,True,True,True,True
0.7,2,8.9,1.3153,-0.4487,0.08348,15.755,-0.00633,0.2257,True,True,True,True
0.65,10,5.8,1.1338,-1.097,0.07196,15.755,-0.18477,0.9212,True,True,True,True
0.65,6,-1.7,0.2669,-0.2161,0.01694,15.754,-0.15616,0.5587,True,True,True,True
0.7,2,8.8,1.3153,-0.4487,0.0835,15.752,-0.09638,0.2819,True,True,True,True
0.75,2,8.9,1.312,-0.431,0.0833,15.751,-0.00909,0.2295,True,True,True,True
0.65,10,6.0,1.139,-1.1268,0.07231,15.751,-0.00249,0.2678,True,True,True,True
0.75,2,8.8,1.3119,-0.431,0.0833,15.749,-0.10121,0.2981,True,True,True,True
0.65,8,-1.6,0.3083,-0.4589,0.01959,15.735,-0.10039,5.7043,True,True,True,True
0.75,0,8.9,1.3016,-0.2483,0.08273,15.733,-0.06128,4.377,True,True,True,True
0.0,0,9.1,1.2873,-0.2897,0.08182,15.733,-0.04392,2.2695,True,True,True,True
0.0,0,9.2,1.2873,-0.2897,0.08182,15.733,-0.03834,0.2844,True,True,True,True
0.7,10,6.7,1.1777,-1.0953,0.07486,15.732,-0.0335,0.1184,True,True,True,True
0.75,0,8.8,1.3015,-0.2483,0.08273,15.731,-0.11651,0.3341,True,True,True,True
0.7,0,8.9,1.3045,-0.2567,0.08293,15.73,-0.05852,23.9292,True,True,True,True
0.7,0,8.8,1.3045,-0.2567,0.08295,15.728,-0.11432,0.3257,True,True,True,True
0.65,8,-1.5,0.3106,-0.4617,0.01975,15.727,-0.01415,1.2259,True,True,True,True
0.65,8,-1.4,0.3106,-0.4617,0.01975,15.727,-0.0101,2.9797,True,True,True,True
0.0,6,-1.7,0.2702,-0.313,0.01718,15.725,-0.02841,0.1063,True,True,True,True
0.75,8,-1.5,0.291,-0.3427,0.01852,15.718,-0.10325,4.0767,True,True,True,True
0.65,10,5.9,1.1371,-1.1263,0.07236,15.716,-0.14911,5.6937,True,True,True,True
0.75,0,9.0,1.3043,-0.2605,0.08301,15.712,-0.09665,4.2773,True,True,True,True
0.65,6,7.8,1.2692,-0.8347,0.08082,15.704,-0.12745,0.4755,True,True,True,True
0.65,10,5.7,1.097,-1.0894,0.06986,15.703,-0.01096,0.0587,True,True,True,True
0.65,6,8.2,1.2713,-0.8467,0.08096,15.702,-0.11315,0.3968,True,True,True,True
0.7,8,-1.6,0.2974,-0.3927,0.01894,15.701,-0.07404,9.4972,True,True,True,True
0.65,6,8.1,1.268,-0.8347,0.08079,15.695,-0.05997,5.7389,True,True,True,True
0.75,6,-1.7,0.2569,-0.1574,0.01639,15.677,-0.02574,0.0981,True,True,True,True
0.7,0,9.0,1.305,-0.2684,0.0833,15.666,-0.10111,3.7308,True,True,True,True
0.0,8,7.7,1.2554,-1.0228,0.08014,15.666,-0.10028,0.4635,True,True,True,True
0.7,8,7.3,1.2537,-0.8963,0.08007,15.656,-0.22373,0.9106,True,True,True,True
0.65,2,8.9,1.3236,-0.4654,0.08463,15.64,-0.01208,0.2535,True,True,True,True
0.0,8,7.3,1.2567,-0.968,0.08039,15.632,-0.22465,0.8633,True,True,True,True
0.0,2,9.0,1.3032,-0.4652,0.08339,15.628,-0.06597,1.2084,True,True,True,True
0.65,2,8.8,1.3218,-0.4654,0.08461,15.622,-0.09549,0.2716,True,True,True,True
0.65,6,-1.3,0.267,-0.2394,0.01709,15.618,-0.06082,0.2181,True,True,True,True
0.7,6,-1.3,0.2623,-0.2119,0.0168,15.617,-0.06136,0.2233,True,True,True,True
0.65,0,8.9,1.3107,-0.2662,0.08395,15.613,-0.06686,2.5468,True,True,True,True
0.7,10,6.8,1.2352,-1.1,0.07914,15.608,-0.02356,0.082,True,True,True,True
0.65,0,8.8,1.3086,-0.2662,0.08392,15.594,-0.13123,0.3637,True,True,True,True
0.0,10,5.8,1.0994,-1.111,0.07054,15.586,-0.15594,0.8256,True,True,True,True
0.65,0,9.0,1.3139,-0.2795,0.08435,15.577,-0.10223,3.425,True,True,True,True
0.0,4,8.8,1.3138,-0.7002,0.08436,15.574,-0.14536,0.5829,True,True,True,True
0.75,0,9.3,1.334,-0.2745,0.08567,15.572,-0.0338,0.2425,True,True,True,True
0.0,10,5.7,1.0646,-1.1032,0.0684,15.564,-0.01251,0.0693,True,True,True,True
0.0,4,8.9,1.3128,-0.7002,0.08436,15.563,-0.00656,0.1539,True,True,True,True
0.0,8,-1.7,0.3137,-0.5366,0.02016,15.559,-0.0107,0.0474,True,True,True,True
0.75,0,9.2,1.3061,-0.2677,0.08396,15.557,-0.03461,0.2482,True,True,True,True
0.75,0,9.1,1.3061,-0.2676,0.08401,15.546,-0.03617,3.9477,True,True,True,True
0.0,2,9.3,1.3274,-0.5253,0.08543,15.538,-0.2582,2.3193,True,True,True,True
0.0,10,5.9,1.1024,-1.1344,0.07097,15.534,-0.11725,7.8675,True,True,True,True
0.75,10,-1.4,0.3202,-0.5173,0.02062,15.525,-0.06098,4.7992,True,True,True,True
0.0,4,9.0,1.3223,-0.7016,0.0852,15.52,-0.02927,0.5068,True,True,True,True
0.7,0,9.1,1.31,-0.2769,0.08441,15.518,-0.04259,1.7273,True,True,True,True
0.7,0,9.2,1.31,-0.2769,0.08441,15.518,-0.03685,0.2612,True,True,True,True
0.7,8,7.7,1.2541,-0.9602,0.08082,15.517,-0.16297,0.6829,True,True,True,True
0.0,10,6.2,1.1024,-1.1344,0.07107,15.511,-0.042,0.1586,True,True,True,True
0.7,0,9.3,1.3382,-0.2843,0.08629,15.508,-0.03712,0.2631,True,True,True,True
0.75,6,-1.4,0.2554,-0.162,0.01648,15.499,-0.05263,27.2969,True,True,True,True
0.75,10,7.2,1.2165,-1.0267,0.07853,15.491,-0.01852,0.0737,True,True,True,True
0.75,6,8.5,1.3088,-0.756,0.08454,15.482,-0.04421,2.554,True,True,True,True
0.65,10,6.3,1.1798,-1.1321,0.07624,15.474,-0.04337,0.213,True,True,True,True
0.0,6,-1.3,0.2661,-0.3086,0.0172,15.472,-0.0181,0.0656,True,True,True,True
0.0,10,6.8,1.2341,-1.1521,0.07976,15.472,-0.01974,0.0502,True,True,True,True
0.75,6,-1.3,0.2563,-0.1671,0.01657,15.47,-0.08598,0.3139,True,True,True,True
0.65,0,9.3,1.343,-0.29,0.08683,15.466,-0.01685,0.1238,True,True,True,True
0.75,10,-1.5,0.3184,-0.5044,0.02059,15.464,-0.07708,3.7943,True,True,True,True
0.0,6,8.5,1.3079,-0.8837,0.08462,15.457,-0.0166,1.9723,True,True,True,True
0.7,10,7.1,1.2339,-1.1202,0.07986,15.452,-0.04689,5.9368,True,True,True,True
0.75,4,9.0,1.3352,-0.6322,0.08641,15.451,-0.01416,0.2603,True,True,True,True
0.75,6,8.3,1.3082,-0.7522,0.08467,15.451,-0.06527,0.2674,True,True,True,True
0.75,6,8.4,1.3078,-0.7542,0.08468,15.444,-0.01889,6.3749,True,True,True,True
0.75,4,8.8,1.3267,-0.6322,0.08591,15.444,-0.18242,0.7077,True,True,True,True
0.0,6,8.3,1.308,-0.8837,0.0847,15.443,-0.07686,0.3435,True,True,True,True
0.0,2,9.2,1.3051,-0.4736,0.08454,15.437,-0.2582,2.3193,True,True,True,True
0.0,2,9.1,1.3051,-0.4736,0.08454,15.437,-0.04214,4.3109,True,True,True,True
0.65,8,7.7,1.2605,-1.0107,0.08173,15.422,-0.10046,0.4325,True,True,True,True
0.75,6,8.6,1.3112,-0.7631,0.08503,15.421,-0.04029,3.313,True,True,True,True
0.75,6,8.7,1.3112,-0.7641,0.08503,15.421,-0.0934,0.398,True,True,True,True
0.65,0,9.1,1.3166,-0.2866,0.08546,15.407,-0.03537,3.8307,True,True,True,True
0.75,10,-1.7,0.3166,-0.5033,0.02055,15.406,-0.07813,0.2906,True,True,True,True
0.0,6,8.6,1.3096,-0.887,0.08502,15.404,-0.0166,1.8984,True,True,True,True
0.0,6,8.7,1.3096,-0.887,0.08502,15.404,-0.07414,0.3362,True,True,True,True
0.65,0,9.2,1.3157,-0.2866,0.08543,15.402,-0.01685,0.128,True,True,True,True
0.75,2,9.0,1.3198,-0.4328,0.08575,15.391,-0.04269,1.0082,True,True,True,True
0.65,10,6.7,1.1796,-1.1375,0.07666,15.388,-0.02624,0.0846,True,True,True,True
0.65,8,7.3,1.2623,-0.9505,0.08205,15.385,-0.2325,0.988,True,True,True,True
0.7,4,8.8,1.332,-0.6656,0.08659,15.384,-0.17952,0.6888,True,True,True,True
0.65,10,6.9,1.2416,-1.1413,0.08076,15.375,-0.14226,5.2226,True,True,True,True
0.65,10,6.8,1.2416,-1.1413,0.08076,15.375,-0.01882,0.0607,True,True,True,True
0.75,8,8.2,1.2908,-0.925,0.08397,15.373,-0.02067,0.0892,True,True,True,True
0.75,8,7.9,1.291,-0.9248,0.08399,15.372,-0.02352,2.3191,True,True,True,True
0.75,10,-1.6,0.3161,-0.5019,0.02057,15.368,-0.00531,0.5878,True,True,True,True
0.75,8,8.1,1.2907,-0.925,0.08399,15.367,-0.00337,7.063,True,True,True,True
0.0,4,9.2,1.3243,-0.7061,0.08621,15.362,-0.04614,0.2592,True,True,True,True
0.0,4,9.1,1.3243,-0.7061,0.08621,15.362,-0.0227,2.2446,True,True,True,True
0.75,2,9.3,1.346,-0.471,0.08764,15.359,-0.15612,1.2212,True,True,True,True
0.0,10,7.1,1.2339,-1.1766,0.08034,15.358,-0.04188,5.3654,True,True,True,True
0.75,10,-1.3,0.3209,-0.5166,0.0209,15.355,-0.06788,0.2758,True,True,True,True
0.7,2,9.0,1.3209,-0.4499,0.08603,15.354,-0.04804,1.1029,True,True,True,True
0.75,8,7.8,1.2887,-0.9196,0.08395,15.351,-0.15693,0.6832,True,True,True,True
0.0,10,6.3,1.1554,-1.1428,0.07528,15.347,-0.042,0.1586,True,True,True,True
0.7,4,9.0,1.338,-0.6645,0.0872,15.345,-0.02136,0.3998,True,True,True,True
0.75,4,9.1,1.3362,-0.635,0.08708,15.344,-0.01744,3.8421,True,True,True,True
0.75,4,9.2,1.3361,-0.6357,0.08708,15.343,-0.05534,0.274,True,True,True,True
0.7,10,7.2,1.2355,-1.1296,0.08053,15.342,-0.02655,0.1116,True,True,True,True
0.7,2,9.3,1.3491,-0.4929,0.08825,15.287,-0.17343,1.381,True,True,True,True
0.65,10,7.1,1.2471,-1.1697,0.08159,15.285,-0.05254,6.7307,True,True,True,True
0.65,10,7.0,1.2471,-1.1697,0.08159,15.285,-0.14226,5.2226,True,True,True,True
0.0,10,6.7,1.1554,-1.1482,0.07562,15.279,-0.02863,0.0727,True,True,True,True
0.65,2,9.0,1.3314,-0.4678,0.08719,15.269,-0.04568,1.0423,True,True,True,True
0.75,2,9.2,1.3205,-0.4398,0.08649,15.268,-0.1574,1.2311,True,True,True,True
0.0,8,8.2,1.3012,-1.0492,0.08525,15.263,-0.03315,0.157,True,True,True,True
0.0,8,8.1,1.3012,-1.0492,0.08525,15.262,-0.02703,128.5226,True,True,True,True
0.0,10,7.2,1.2355,-1.185,0.08096,15.26,-0.06063,0.2389,True,True,True,True
0.0,8,7.9,1.3012,-1.0438,0.08527,15.26,-0.00467,0.3777,True,True,True,True
0.75,2,9.1,1.3205,-0.4395,0.08655,15.258,-0.03487,10.5799,True,True,True,True
0.7,6,8.5,1.3175,-0.8217,0.08636,15.257,-0.01754,2.9501,True,True,True,True
0.7,4,9.1,1.3413,-0.6698,0.08798,15.244,-0.02662,1.6309,True,True,True,True
0.7,4,9.2,1.3413,-0.6698,0.08798,15.244,-0.05485,0.2652,True,True,True,True
